name,id
SLC29A2,1653
HNRNPA1,1654
HNRNPA2B1,1655
HNRNPC,1656
HNRNPD,1657
HNRNPF,1658
HNRNPH1,1659
HNRNPH2,1660
HNRNPH3,1661
HNRNPK,1662
HNRNPL,1663
HNRNPU,1664
TLX1,1665
HOXA1,1666
HOXA2,1667
HOXA3,1668
HOXA4,1669
HOXA5,1670
HOXA6,1671
HOXA7,1672
HOXA9,1673
HOXA10,1674
HOXA11,1675
HOXA13,1676
HOXB1,1677
HOXB2,1678
HOXB3,1679
HOXB4,1680
HOXB5,1681
HOXB6,1682
HOXB7,1683
HOXB8,1684
HOXB9,1685
HOXC4,1686
HOXC6,1687
HOXC8,1688
HOXC10,1689
HOXC11,1690
HOXC13,1691
HOXD1,1692
HOXD3,1693
HOXD4,1694
HOXD8,1695
HOXD9,1696
HOXD10,1697
HOXD11,1698
HOXD12,1699
HOXD13,1700
HPCAL1,1701
HPGD,1702
HPN,1703
HPR,1704
HPRT1,1705
HPS1,1706
HRAS,1707
AGFG1,1708
AGFG2,1709
HRH1,1710
HRC,1711
HRG,1712
HRH2,1713
PRMT2,1714
PRMT1,1715
HES1,1716
HSD3B1,1717
HSD3B2,1718
HSD11B1,1719
HSD17B1,1720
HSD17B3,1721
HSD17B2,1722
HSD17B4,1723
HSF1,1724
HSF2,1725
HSF4,1726
DNAJB2,1727
DNAJA1,1728
HSPA1A,1729
HSPA1B,1730
HSPA1L,1731
HSPA2,1732
HSPA4,1733
HSPA5,1734
HSPA6,1735
HSPA8,1736
HSPA9,1737
HSPB2,1738
HSP90AA1,1739
HSP90AB1,1740
HSPD1,1741
DNAJB1,1742
HSPG2,1743
NDST1,1744
FOXN2,1745
HTN3,1746
HTR1A,1747
HTR1B,1748
HTR1D,1749
HTR1F,1750
